"Gene","mean_Control","mean_GHR-KO","sd_Control","sd_GHR-KO","Cohens.d_genotype","mean_Female","mean_Male","sd_Female","sd_Male","Cohens.d_sex","anova_p_val_genotype","anova_p_val_sex","anova_p_val_genotype:sex","adjusted_p_val_genotype","adjusted_p_val_sex","adjusted_p_val_genotype:sex","4721","4945","4715","4718","4524","4722","4716","4717","THSD_pair"
"CTSC",27.151973725,27.0436735175,0.579690053645123,0.175435773162829,-0.252882518527178,27.3109650625,26.88468218,0.434001535369474,0.255216565786694,-1.19737463326882,0.674538276600036,0.149673673610482,0.194351363210437,0.892752061438249,0.541396711020119,0.593306625030592,27.16250229,26.97814751,27.20741463,26.82662964,27.94937897,27.15383148,26.58978081,26.91490364,NA
"CTSD",32.017169,31.8143239,0.190050865594275,0.109097208191811,-1.30906590586306,32.0140485775,31.8174443225,0.210348117969666,0.073736937520732,-1.24738915803551,0.0473814740792291,0.0517883583469319,0.189455689829558,0.347365431843348,0.360673630523034,0.587026667619058,31.97387695,31.73815918,31.7946701,31.75058937,32.22239304,32.12176514,31.92270088,31.80181694,NA
"CTSF",28.023882865,27.8617920875,0.513697395437155,0.117877297433529,-0.434933400846885,28.121864795,27.7638101575,0.415397568751241,0.193059047137329,-1.10543619799168,0.3812525057298,0.0956526680839975,0.0619170193398699,0.730904581962967,0.454280317225569,0.383008720716225,27.95604324,27.7016716,27.94469643,27.84475708,28.68123627,28.14850807,27.77121353,27.49457359,NA
"CTTN",28.6106448175,28.87657404,0.0870671853708182,0.0190144420297849,4.21997089063635,28.7560763375,28.73114252,0.141285364839803,0.186311012930186,-0.150805069148497,0.00676042637747623,0.654634860914912,0.657076879244206,0.144181457105084,0.884275142199538,0.884612517065843,28.85578728,28.8975544,28.88678169,28.86617279,28.61498451,28.65597916,28.68438339,28.48723221,NA
"CUL2",24.8148660675,24.9209475525,0.280671644252822,0.0726634318255322,0.51745050818025,24.8794879925,24.8563256275,0.200772047797032,0.22559178894759,-0.108467075569564,0.580780540975327,0.902078238672309,0.900537309567112,0.845635097971488,0.972899104436609,0.972707769163868,24.83961296,25.00191498,24.88460159,24.95766068,24.613554,25.06287003,25.04959679,24.53344345,NA
"CUL3",26.271914005,26.3041372275,0.282198381986383,0.115634400877961,0.149425798779408,26.213120935,26.3629302975,0.255782671959766,0.115381079490295,0.755027818801166,0.855528611486294,0.417791851256226,0.643757302474941,0.957776392417235,0.749102123018364,0.879136198842918,26.29921913,26.24212646,26.20720863,26.46799469,26.45672989,25.85440826,26.34722519,26.42929268,NA
"CUL4B",30.2936635025,30.255948545,0.136919613605637,0.132464717266633,-0.27997026577694,30.2415947925,30.308017255,0.170891995737654,0.0713918111528856,0.507197885835861,0.752109925711086,0.583323368888758,0.878355587408618,0.918953669397146,0.846318761183208,0.966391227148889,30.09370804,30.36994553,30.20209694,30.35804367,30.09471512,30.40801048,30.33415413,30.33777428,NA
"CUL5",25.6299438475,24.56350565,0.0908918373264798,0.933633380936621,-1.60777763124022,24.7004384975,25.493011,1.0758483787251,0.248788505224021,1.01505743561242,0.00484968853760543,0.0137479218864744,0.0172203850841041,0.128446478733207,0.197349976590632,0.219559909822327,23.4936409,24.0998764,25.52981377,25.13069153,25.70909309,25.4991436,25.64957428,25.66196442,NA
"CUTA",26.8990120875,27.377705575,0.113824216418484,0.0650547707498732,5.1636748952928,27.138498305,27.1382193575,0.282913495042343,0.299854878019901,-0.000956914338217357,0.00355234369215623,0.997313497530967,0.642463414902973,0.114829925750251,0.999170336113549,0.878771797396021,27.28938484,27.42726326,27.42614365,27.36803055,27.05527687,26.78206825,26.87900162,26.87970161,NA
"CXADR",25.1042733175,25.09631491,0.559693632230578,0.166150341207397,-0.0192775263217256,25.11926937,25.0813188575,0.149623362232504,0.563522679713054,-0.0920509635654432,0.9825895218449,0.91717830665413,0.591644946940918,0.994905910369472,0.975511797401174,0.849151662180016,25.10425568,25.32591057,24.94730759,25.0077858,25.07765388,24.96925735,25.85880089,24.51138115,NA
"CYB5A",29.5856304175,29.77850628,0.071421937673516,0.0940057005685979,2.31041544707425,29.71836424,29.6457724575,0.141402923015121,0.123414204675179,-0.546980321368071,0.0356882721949736,0.306062035602457,0.791837743321257,0.297197163278832,0.683966695547425,0.936990879148413,29.86839867,29.77867317,29.81825638,29.6486969,29.68972588,29.53665924,29.54148674,29.57464981,NA
"CYB5B",28.536333085,28.29772234,0.191031087629136,0.170363173871599,-1.3183468680959,28.3232474325,28.5108079925,0.175228561071381,0.22207098297284,0.937682256424172,0.0818852878632219,0.143365195875822,0.237919763158049,0.425275204708991,0.534106907139917,0.633362798376609,28.47919655,28.07178497,28.28753662,28.35237122,28.37065125,28.37135696,28.69318581,28.71013832,NA
"CYB5R1",24.67549181,25.05524111,1.33177416228502,1.50003274958929,0.26773063488352,25.36280823,24.36792469,0.574384592912697,1.76920335849781,-0.756396147232038,0.752236889375221,0.425689587573819,0.971818276562215,0.918953669397146,0.754966415509758,0.992585382905466,25.57810593,25.48505211,22.87034035,26.28746605,25.85414696,24.53392792,22.85813522,25.45575714,NA
"CYC1",28.8820638675,28.7984671575,0.0618847399985439,0.108502611401407,-0.946469368441887,28.8141903875,28.8663406375,0.107775077126735,0.0826614261578302,0.542990574443247,0.288584939680735,0.488136667966587,0.550348519854519,0.672331645288031,0.795257569670585,0.827791114952456,28.68729019,28.81295776,28.75174713,28.94187355,28.95082474,28.80568886,28.8646698,28.90707207,NA
"CYFIP1",28.3845643975,28.5723385825,0.0867539064463925,0.0744841128600965,2.32244048973587,28.509171485,28.447731495,0.147192034057608,0.111346949889635,-0.470782833952927,0.0311956844573538,0.346733509450858,0.432015617612615,0.281817302750759,0.711766776955541,0.76028303329657,28.5846653,28.67178726,28.50313187,28.5297699,28.4375782,28.34265518,28.47374916,28.28427505,NA
"CYFIP2",25.410625935,25.513586045,0.0771137958935939,0.540915083358058,0.266493048369944,25.3635072725,25.5607047075,0.468569346773294,0.245195981695413,0.527335334129847,0.729093271811487,0.516033344424097,0.313942128326671,0.913301091062925,0.811672982427228,0.68771373384897,24.702631,25.80842972,25.77092361,25.77235985,25.4535923,25.48937607,25.31523895,25.38429642,NA
"CYP20A1",26.4333696375,26.5202870375,0.342974596285833,0.164687407449445,0.323077835005302,26.4271564475,26.5265002275,0.335298771920234,0.175457158923046,0.371251551053466,0.590075456278843,0.540462716072719,0.0811304662891593,0.848083719301857,0.823277012398733,0.424242748969899,26.54070282,26.74534988,26.38844109,26.40665436,25.95639801,26.46617508,26.5421505,26.76875496,NA
"CYP27A1",24.883220195,25.8416981675,1.2837753903308,0.242702435256743,1.03748647571301,25.3699283575,25.354990005,0.618309492340853,1.39175489083912,-0.013872039989967,0.297006386422596,0.985996069375723,0.982687963737634,0.678130066198049,0.995329939223513,0.994905910369472,25.97777557,25.73902702,25.55379677,26.09619331,25.16780853,24.59510231,23.33898544,26.4309845,NA
"CYRIB",26.7388672825,26.5672049525,0.100917398052662,0.159977401242538,-1.28347523492788,26.6507940275,26.6552782075,0.233551404667549,0.0293722652007183,0.0269406409428716,0.141253529411676,0.964167579204914,0.221292536269504,0.53087265689591,0.990734221364357,0.619937175379059,26.66492271,26.32920074,26.65662766,26.6180687,26.72468376,26.8843689,26.65649223,26.68992424,NA
"CZIB",27.763934135,28.012878895,0.190885942781081,0.0475230311840911,1.78972215439304,27.972676755,27.804136275,0.0628141777550979,0.239016026253154,-0.964472924378737,0.00336333015411836,0.0134359849611892,0.0187312140872977,0.114829925750251,0.195635561866739,0.228227450466954,27.98896408,28.0527916,28.0522213,27.9575386,27.94038963,27.90856171,27.65683174,27.54995346,NA
"D2HGDH",24.4520134925,24.5614967325,0.317645586455034,0.285386338150095,0.362590819863846,24.5409674625,24.4725427625,0.378592880499727,0.209478570771667,-0.223644861007595,0.597172765012616,0.73825629592564,0.140297869059334,0.852531277569382,0.916241989069228,0.530285663561366,24.58560371,24.95641708,24.35265732,24.35130882,24.03745842,24.58439064,24.40139389,24.78481102,NA
"DAD1",25.7840223325,27.200491905,1.88818937489529,0.218931641614057,1.05384523708391,25.72928381,27.2552304275,1.82959231646667,0.225899937138484,1.17061641659949,0.000210654829669128,0.000157258095000307,9.28352572666417e-05,0.0374289061222782,0.0372231070344464,0.0346333711970724,27.46894264,27.15044594,26.94067001,27.24190903,24.12996674,24.16777992,27.40884209,27.42950058,"GHR-KO:Female-Control:Female;Control:Male-Control:Female;GHR-KO:Male-Control:Female"
"DAG1",28.6156153675,27.9678125375,0.138368807770128,0.0918646040546355,-5.51595975994418,28.2550110825,28.3284168225,0.310673411063916,0.455236715010766,0.188356601380754,0.00110885329952352,0.396056542350468,0.227946546455042,0.0654614180136293,0.739386269612122,0.625557851919235,27.97667313,27.99550247,27.84044075,28.0586338,28.53092384,28.51694489,28.81619644,28.5983963,NA
"DARS1",30.06984377,30.2258152975,0.0467647350024175,0.0446840139851091,3.41024174135733,30.135412695,30.1602463725,0.0792262697542811,0.117105665795877,0.248395535066038,0.00624742052080715,0.449304896441768,0.193321868989406,0.140849350145946,0.769716209178839,0.593121457916014,30.20908928,30.17140579,30.25090218,30.27186394,30.025383,30.13577271,30.05723953,30.06097984,NA
"DAZAP1",27.7012090675,27.75931549,0.163026175605077,0.0547122958353552,0.477866246349314,27.732329845,27.7281947125,0.0699185441069826,0.164078856391036,-0.0327883345817961,0.595805954188742,0.969296564743527,0.586568643874004,0.851598972427043,0.991814150012378,0.846619422028849,27.78256798,27.68056679,27.80574989,27.7683773,27.66431236,27.80187225,27.85126686,27.4873848,NA
"DBI",29.8114986425,30.28452587,0.154443413153154,0.156929728341374,3.03823345701292,30.12726879,29.9687557225,0.244254978454024,0.348192652511272,-0.52706289604055,0.00983400473041229,0.196002615770715,0.498576763002792,0.168574139543665,0.594078585505508,0.803023499610814,30.38997459,30.26158905,30.07176018,30.41477966,30.00971985,29.84779167,29.65270233,29.73578072,NA
"DBN1",27.4729433075,27.369164465,0.14090880018403,0.0934415964031855,-0.868045323043594,27.431888105,27.4102196675,0.110939896334645,0.152138027090214,-0.162746695424603,0.362224151493749,0.840610573294513,0.711311662825017,0.718418504840066,0.952388743473574,0.904674731018621,27.49701309,27.30312729,27.38055229,27.29596519,27.37980843,27.54760361,27.63242531,27.33193588,NA
"DBNL",28.013347625,28.282526495,0.0874725020014815,0.0682994485199816,3.43017800519119,28.1897568725,28.1061172475,0.147139767876566,0.18522219118306,-0.500032718317118,0.00704861958489531,0.189149095832679,0.769019801216107,0.145690480177213,0.587026667619058,0.926004045723047,28.29854584,28.33351517,28.18234062,28.31570435,28.04676819,28.08019829,28.04176521,27.88465881,NA
"DCAF8",24.45373392,26.0800518975,1.0142847463787,0.233374925692628,2.20982883922341,25.3753900525,25.158395765,0.892091157497418,1.42101836657664,-0.182900484393569,0.0543764970244618,0.737339603502291,0.595058812141201,0.366708048957176,0.916241989069228,0.851224373953206,25.74463081,26.2844677,26.12947273,26.16163635,25.28744316,24.18501854,25.21033096,23.13214302,NA
"DCLK1",26.2692074775,26.00599003,0.215311649591804,0.197571079087127,-1.27384745092365,26.0091156975,26.26608181,0.212650315760175,0.20576971451616,1.22810265973156,0.0913938669622977,0.0969174599318609,0.569111878245221,0.445642584524785,0.45796215081125,0.84001035992657,25.72574997,26.10297585,26.17626572,26.01896858,26.2234478,25.98428917,26.45832634,26.4107666,NA
"DCN",28.37615347,30.0013685225,0.214601163450572,0.210802415214353,7.64051051839368,29.086096765,29.2914252275,0.881915870737654,1.02249295390998,0.215049761058031,0.000338787168850141,0.223519956399169,0.48287771779294,0.0434653350535705,0.621720170814817,0.790452340669423,29.74019432,29.94698334,30.23774338,30.08055305,28.42017174,28.23703766,28.6607132,28.18669128,NA
"DCPS",26.4774928075,26.3787994375,0.160094604419272,0.145565872995683,-0.645042955392403,26.4705133425,26.3857789025,0.186604343426428,0.117070471936548,-0.543982198355717,0.456482621924743,0.518557496343959,0.566237780338498,0.77409723432963,0.81212073954601,0.837424065986925,26.24626541,26.52124214,26.26056671,26.48712349,26.42209053,26.69245529,26.31144905,26.48397636,NA
"DCTN1",30.11107111,30.3535366075,0.0722452493748297,0.0511621737133192,3.87339307547806,30.2362270375,30.22838068,0.169584380481927,0.135018702682754,-0.0511900311894728,0.00747897951574934,0.87925301994736,0.378881137588251,0.149292360651246,0.966964521453807,0.729118629587503,30.36233521,30.40049744,30.37046432,30.28084946,30.06625175,30.11582375,30.21117973,30.05102921,NA
"DCTN2",29.7208919525,29.91594362,0.0783963914234573,0.0378680888066929,3.16833032303058,29.837878225,29.7989573475,0.12935630169729,0.123290222951368,-0.308016615028977,0.0167780664825211,0.474375126162771,0.838228234113791,0.216952289587371,0.784455207028516,0.951377554940261,29.91070747,29.94935226,29.93901634,29.86469841,29.65773582,29.83371735,29.71164894,29.6804657,NA
"DCTN3",26.7652649875,26.8715047825,0.0207022244340677,0.113106546081482,1.30664923378464,26.84620142,26.79056835,0.105901237191269,0.0864166527183129,-0.575606599160003,0.122230091477705,0.363789538459514,0.266017099418038,0.505607698298958,0.719603926834756,0.658592323480529,26.90483475,26.9640007,26.91056442,26.70661926,26.77756119,26.73840904,26.78494072,26.760149,NA
"DCTN4",27.65925789,27.7843322775,0.0975996989335305,0.121136176697633,1.13704753240355,27.7442245475,27.69936562,0.0863556698615482,0.160716807379624,-0.347716493280183,0.184607184521626,0.596546664710916,0.272198612374688,0.582555569603026,0.852083224783323,0.663049536826497,27.84056091,27.67357445,27.92801476,27.69517899,27.66905212,27.79371071,27.58720589,27.58706284,NA
"DCTN6",24.679706575,25.40065813,0.69466879285716,0.0903404843111427,1.45546406294991,25.2207498575,24.8596148475,0.326629912982009,0.802251498986887,-0.58961522547691,0.0920732138169446,0.331216879524328,0.266008042326158,0.447208244216779,0.701311962207206,0.658592323480529,25.29242516,25.44777298,25.36532974,25.49710464,24.74066353,25.40213776,23.73338509,24.84263992,NA
"DCUN1D1",26.036859035,26.156470775,0.19226519018375,0.10354563652167,0.774615285993785,26.137378215,26.055951595,0.0766751080132416,0.216624819933062,-0.501120650355648,0.0084611820132547,0.0302702885557229,0.000542629436113196,0.158618186097795,0.278740025379036,0.0532697700851491,26.08652878,26.05794334,26.19962883,26.28178215,26.1912365,26.21380424,25.85036087,25.89203453,NA
"DCXR",28.399816035,28.8292155275,0.583469718057267,0.0950952468031841,1.02722445498374,28.718317985,28.5107135775,0.540803974836799,0.388845258107031,-0.440779861387478,0.267171975572866,0.567181909865015,0.596696936122775,0.658922479622735,0.83821646182535,0.852083224783323,28.84059143,28.834095,28.93694115,28.70523453,29.23988533,27.95870018,28.34426498,28.05641365,NA
"DDAH1",26.121588705,26.7743687625,0.768166617553902,0.876969956202905,0.791857768556139,26.087652205,26.8083052625,0.985536654454459,0.570725627533794,0.894889740384202,0.30936475466177,0.268381228607503,0.414984929546577,0.685719715490597,0.659389068849853,0.748394741161199,27.47745895,25.86043549,26.18863487,27.57094574,25.86332321,25.14939117,26.76281166,26.71082878,NA
"DDAH2",30.1514463425,30.3714118025,0.112289274409035,0.106688823573035,2.00836117874238,30.2754211425,30.2474370025,0.10693413265607,0.210454124447066,-0.167648094932716,0.0494038597570153,0.740715421196143,0.267543961984578,0.352199635083664,0.916241989069228,0.658922479622735,30.38710213,30.28217697,30.51596642,30.30040169,30.30214691,30.13025856,30.1427269,30.030653,NA
"DDB1",30.3279886225,30.251994135,0.0573011036252783,0.0620856069734084,-1.27206009241566,30.2833786,30.2966041575,0.0884351467211963,0.0552337010691823,0.179383921356516,0.204305918109167,0.805046359493627,0.687930686352906,0.601886938419995,0.940557151081698,0.896695771904966,30.17152596,30.29756355,30.30410767,30.23477936,30.27752876,30.38689613,30.3673439,30.2801857,NA
"DDOST",29.97085762,29.7566213625,0.0833461408683274,0.109812797653554,-2.19770362225684,29.9143586175,29.813120365,0.154054210081887,0.137978465425192,-0.692286992520772,0.0318260825231407,0.201070410786786,0.706927330372605,0.283860764448454,0.599191102933002,0.902874523205702,29.87478638,29.71294403,29.6257515,29.81300354,30.03852463,30.03117943,29.8597908,29.95393562,NA
"DDRGK1",27.20179224,27.119864465,0.123227552020554,0.109410646069848,-0.703097420830821,27.1364855775,27.1851711275,0.0566878551898531,0.163819385756,0.397182991912005,0.243563924023607,0.462335764113299,0.0611291008706905,0.638189474423366,0.776685750217526,0.38286121071643,27.15865517,27.18725777,26.95670891,27.17683601,27.05579376,27.14423561,27.29333687,27.31380272,NA
"DDT",26.72326374,27.0043029775,0.0956382111607711,0.202535718444668,1.77448047797028,26.934908865,26.7926578525,0.259981008836933,0.147453025386387,-0.673078273877288,0.0512719836542617,0.236066758592168,0.321942725982894,0.359824151953114,0.631431104165775,0.695467435686805,27.23489189,27.03128433,27.00966644,26.74136925,26.62505531,26.84840393,26.68002892,26.7395668,NA
"DDX1",30.49639511,30.671201705,0.0823808767836922,0.092958150458243,1.99030867896227,30.59746933,30.570127485,0.136027007440454,0.129605784161261,-0.205801849592131,0.0787119704443645,0.732064973946993,0.852483893347145,0.418597948602082,0.913780343229339,0.957776392417235,30.5641098,30.79087067,30.67016792,30.65965843,30.47169685,30.5632,30.56019592,30.39048767,NA
"DDX17",31.3645868325,31.3066706675,0.0132320657891332,0.0377258939171822,-2.04871469473517,31.334226135,31.337031365,0.0467437704630266,0.0405498762238291,0.0641099346116823,0.0618002417964456,0.906841505200659,0.44528667003103,0.383008720716225,0.972899104436609,0.768415000967913,31.28206635,31.30942917,31.3589344,31.27625275,31.38406754,31.36134148,31.35778046,31.35515785,NA
"DDX19A",25.7305035575,26.3587503425,0.584897080394284,0.0994917890852988,1.49751768603018,26.1023874275,25.9868664725,0.64459275694508,0.436733339299367,-0.209823905948036,0.154114333235879,0.763081977077131,0.904945820006536,0.544821973841019,0.923923491598183,0.972899104436609,26.39662933,26.48191452,26.28610802,26.2703495,26.39355469,25.13745117,26.03647041,25.35453796,NA
"DDX23",25.802487375,25.4962720875,0.121067094100241,0.279097612611766,-1.4234665835098,25.664484025,25.6342754375,0.199608940640826,0.338544657540212,-0.108703298770132,0.106857931090741,0.847938448927793,0.202304148979514,0.477891223440417,0.955458021702498,0.599666929469512,25.38692856,25.86086273,25.53632164,25.20097542,25.68725777,25.72288704,25.84804535,25.95175934,NA
"DDX39B",30.9149003025,30.8602852825,0.0395882546196558,0.0661459287158301,-1.00194064753821,30.8778896325,30.8972959525,0.0728947298392615,0.0486449954974146,0.313168606724432,0.201550124960967,0.616304589749467,0.177542958705954,0.599191102933002,0.86489095649169,0.574617750861093,30.83499908,30.80770111,30.95705414,30.8413868,30.89713669,30.97172165,30.90942001,30.88132286,NA
"DDX3X",28.993879795,29.0843105325,0.100874789194664,0.0858341054678186,0.965553752138109,29.0281372075,29.05005312,0.0764447978901565,0.12973440949925,0.205827117488019,0.322228953714169,0.79802484601487,0.887241177522776,0.695719678923755,0.939237998148588,0.96893745694392,29.03217888,29.10242081,29.1974411,29.00520134,28.92215538,29.05579376,29.1024704,28.89509964,NA
"DDX42",26.1371603025,26.09138203,0.297037862920448,0.800881360842527,-0.0757912993367231,26.1993165025,26.02922583,0.364426742360728,0.760884663520077,-0.285122210806266,0.916365550628247,0.699160437005827,0.199628457305394,0.975279006637529,0.900629378708825,0.596337701155699,26.39966393,26.58161545,26.48900986,24.89523888,26.05357933,25.7624073,26.44453812,26.28811646,NA
"DDX46",26.17038822,26.2260990125,0.128801466752562,0.192647952564362,0.339981160933582,26.2645149225,26.13197231,0.140425230410864,0.156016788553912,-0.892988558273277,0.679324445726522,0.349408440432448,0.896580726591612,0.893783011691691,0.713116596885594,0.971059214520929,26.20390892,26.39816284,26.33825874,25.96406555,26.36019707,26.09579086,26.14053535,26.0850296,NA
"DDX5",28.9714326875,28.9463410375,0.159253254523984,0.137566193121592,-0.168620632341013,29.01839161,28.899382115,0.070122455955909,0.17420232988359,-0.896258364433921,0.835647120246249,0.352988480743604,0.807017783879536,0.950888063637907,0.713967498916499,0.941788377406889,29.01988029,29.02138901,29.00375557,28.74033928,28.93032837,29.10196877,29.09005165,28.76338196,NA
"DDX58",24.6993670475,24.7389903075,1.04237735249797,0.196264718248477,0.0528293607480734,24.9579229375,24.4804344175,0.904599535176669,0.394740264294725,-0.684182022923619,0.949687947105871,0.463808614154964,0.68423421552531,0.986898826232812,0.777119273921913,0.895052914398331,25.0140152,24.68319321,24.54944801,24.70930481,26.15176392,23.98271942,23.90373802,24.75924683,NA
"DDX6",28.3194212925,28.2654433275,0.115958576298055,0.121695800093178,-0.45412370508026,28.24628258,28.33858204,0.0435918769996808,0.150396014009242,0.83360612473949,0.587855662179971,0.371243492306143,0.882767600845224,0.84673674121405,0.724229107941492,0.968071824134918,28.23352242,28.19065285,28.44553375,28.19206429,28.27324295,28.2877121,28.48907089,28.22765923,NA
"DECR1",29.3556094175,29.559912205,0.136547951981999,0.164608095734351,1.35093876282201,29.3581275925,29.55739403,0.126691570942318,0.176197119163417,1.29854294743437,0.0678583650799456,0.0724816282141702,0.627241925819316,0.393770343230695,0.407415813569901,0.871650884111042,29.48937607,29.3880043,29.77432823,29.58794022,29.18522644,29.36990356,29.51885796,29.34844971,NA
"DEK",27.1243219375,27.08937168,0.174561437155915,0.0708748582413199,-0.262350652756677,27.038577555,27.1751160625,0.136398537984423,0.0726375753613112,1.24952775910695,0.72449556048516,0.213604010900413,0.831564107234074,0.911299296653182,0.613681782191494,0.950389230313461,27.02643776,27.03674316,27.17597961,27.11832619,27.21224594,26.87888336,27.27737236,27.12878609,NA
"DENR",27.2742390625,27.4315514575,0.02645497144953,0.0974551284320768,2.20309844434476,27.3383712775,27.3674192425,0.0955549870570268,0.130392544216695,0.254118519254338,0.0458307896517791,0.625118710366399,0.42594582035765,0.342416181671332,0.870624640993265,0.754966415509758,27.47869492,27.30669403,27.53229904,27.40851784,27.30399895,27.26409721,27.24299812,27.28586197,NA
"DERL1",25.1197714825,24.095855715,0.340944545544818,0.732764740003496,-1.79167959188124,24.6496005075,24.56602669,0.752817716786093,0.883590465052214,-0.101818390999667,0.0727900375724084,0.853068927373258,0.297438653856035,0.407415813569901,0.957776392417235,0.678130066198049,25.18544197,23.59632111,23.79774857,23.80391121,24.61693573,25.19970322,25.33725548,25.3251915,NA
"DES",27.90303707,27.68692398,0.359277059444174,0.410207165143217,-0.560482626360315,27.74194431,27.84801674,0.420313203232182,0.379897889537725,0.264773639028902,0.53862182980632,0.758209832938602,0.678620135821092,0.821743560858359,0.922090078177403,0.893545531627163,28.03349113,27.37782478,28.0479641,27.28841591,28.17178726,27.38467407,28.11490631,27.94078064,NA
"DGKE",24.3997631075,23.98766136,0.26923721663994,0.655073774567017,-0.822879453608013,24.104480265,24.2829442025,0.72589065043968,0.258222271354467,0.327581972611994,0.383157860812006,0.69349529589108,0.813007109228954,0.732164113364528,0.898647173768754,0.943542391843971,24.61003494,23.08044624,24.26500702,23.99515724,24.63028145,24.09715843,24.24851036,24.62310219,NA
"DHDH",29.69131279,29.4492406825,0.182323958844314,0.13382319737519,-1.51367998419868,29.5991988175,29.541354655,0.25969555679069,0.143332471211745,-0.27578319501508,0.107331805935556,0.646922286828888,0.308111618848706,0.478708016587098,0.880510655969142,0.684497971419568,29.5549202,29.26490211,29.5409317,29.43620872,29.88054848,29.69642448,29.74414635,29.44413185,NA
"DHFR",24.998660085,24.8613977425,0.182803356719108,0.724964755902976,-0.259635462154727,24.7202682475,25.13978958,0.660117926858665,0.135881647030525,0.88031106380209,0.740012039055253,0.338065220120832,0.539299792603461,0.916241989069228,0.706831319622215,0.822472250569655,25.26952934,23.7750473,25.19936562,25.20164871,24.78835487,25.04814148,25.22162437,24.93651962,NA
"DHRS1",23.83001709,25.33030319,0.543074221471062,0.804638139435277,2.18563613900426,24.579520225,24.580800055,0.866209029204298,1.30100931041152,0.00115800541328598,0.0394237296058103,0.99807214108253,0.262007148391273,0.315197900480339,0.999170336113549,0.655365118278225,25.86917114,24.14057159,25.76681137,25.54465866,24.28307152,24.02526665,23.97022438,23.04150581,NA
"DHRS11",27.5564918525,27.7122039775,0.0813840991190162,0.11869141668354,1.53015929085781,27.63171816,27.63697767,0.130727019242471,0.14059589624685,0.0387437548475706,0.113455978119197,0.948869044338484,0.330425765331769,0.487209601122062,0.986898826232812,0.700824900498162,27.53845406,27.79538345,27.73453712,27.78044128,27.51495171,27.67808342,27.52529526,27.50763702,NA
"DHRS4",27.11011791,27.31240511,0.0811540802892838,0.0851636633900495,2.43183243187741,27.25141096,27.17111206,0.142515899987051,0.128489368648074,-0.591808140645467,0.0277324237454731,0.25055262462102,0.990475428847758,0.266328574706526,0.644917743185955,0.997146386317747,27.26704788,27.43730164,27.29430199,27.25096893,27.09667587,27.20461845,27.13025856,27.00891876,NA
"DHRS7",26.9590125075,26.2863864875,0.297633989325498,0.21691875969159,-2.58282622434702,26.5504631975,26.6949357975,0.284865852605041,0.584973053237843,0.314018181335839,0.0167271160819279,0.443306339665159,0.202592970422226,0.216952289587371,0.767223146093126,0.599672271138032,26.50783348,26.17926788,26.03672218,26.42172241,26.85281372,26.66193771,26.95460129,27.36669731,NA
"DHX15",28.5268888475,28.2014884925,0.153621473973715,0.051007995797254,-2.84296161626056,28.3420577025,28.3863196375,0.17051727839974,0.257700236898824,0.202570666517318,0.0242638740831311,0.656325752363257,0.565758305700565,0.247548160580464,0.884472468842065,0.837127682549678,28.26941299,28.14695549,28.18678665,28.20279884,28.53934288,28.41251945,28.73966408,28.41602898,NA
"DHX9",31.72950363,31.5474658,0.0901146523972454,0.0749390434434142,-2.1965365362766,31.5916929225,31.6852765075,0.0973178552612913,0.143244553018036,0.764237124586611,0.0189852757071417,0.121938097669761,0.33807322909275,0.228948247551583,0.505163329952781,0.706831319622215,31.45811653,31.59521484,31.51479149,31.62174034,31.68912506,31.62431526,31.82543945,31.77913475,NA
"DIABLO",27.2448086725,27.4879927625,0.156196457130193,0.0930424885054478,1.89163169446678,27.37385273,27.358948705,0.190788565584736,0.189556171731182,-0.0783707268715327,0.0769652598322356,0.891616684402729,0.455533084452738,0.416319366729756,0.969805880994941,0.773284433110974,27.51683235,27.55881119,27.52522087,27.35110664,27.22958565,27.19018173,27.09597206,27.46349525,NA
"DIRAS3",26.055114745,25.4698615075,0.0463528729738919,0.186345278679123,-4.31026222660655,25.6715774525,25.8533988,0.416812278923501,0.263531608962837,0.52142842956108,7.05174615682401e-05,0.00618861778382842,0.0184863969460906,0.0346333711970724,0.140849350145946,0.22646797012185,25.26409721,25.36151886,25.60735703,25.64647293,26.00215149,26.05854225,26.04522705,26.11453819,NA
"DIS3L2",26.3701848975,26.2926707275,0.173960574237397,0.222516708434492,-0.388114671777884,26.2343277925,26.4285278325,0.193575494498658,0.145491198568792,1.13414984869993,0.614182345019604,0.243253880236456,0.812947471318033,0.863868594547161,0.638189474423366,0.943542391843971,26.34011078,26.01514435,26.26142693,26.55400085,26.44392204,26.138134,26.35194969,26.54673386,NA
"DKC1",26.816067695,26.670452115,0.514862943507724,0.193001299604663,-0.374524137431639,26.5915603625,26.8949594475,0.319098334052379,0.391507599361905,0.849517593954344,0.461788644952095,0.165488889003526,0.0543051756808525,0.776360885278799,0.561731817944585,0.366708048957176,26.56089592,26.95947456,26.58806419,26.57337379,26.65989685,26.18597412,27.02928543,27.38911438,NA
"DKK3",31.8157210325,30.5856604575,0.477411546683585,0.0593955100256669,-3.61587383590223,31.029898165,31.371483325,0.489202184011792,0.960751389504166,0.448067340063041,0.000403639698515512,0.0390034408357859,0.0199380792883408,0.0474264793818806,0.313056943013332,0.233540041421636,30.66805458,30.58530998,30.55928421,30.52999306,31.61227989,31.25394821,32.06792068,32.32873535,NA
