x	y
26.44	0.866207
26.43	0.866209
26.42	0.866212
26.41	0.866214
26.4	0.866217
26.39	0.866219
26.38	0.866222
26.37	0.866224
26.36	0.866227
26.35	0.86623
26.34	0.866232
26.33	0.866235
26.32	0.866237
26.31	0.86624
26.3	0.866242
26.29	0.866245
26.28	0.866248
26.27	0.86625
26.26	0.866253
26.25	0.866255
26.24	0.866258
26.23	0.86626
26.22	0.866263
26.21	0.866266
26.2	0.866268
26.19	0.866271
26.18	0.866273
26.17	0.866276
26.16	0.866279
26.15	0.866281
26.14	0.866284
26.13	0.866286
26.12	0.866289
26.11	0.866292
26.1	0.866294
26.09	0.866297
26.08	0.866299
26.07	0.866302
26.06	0.866305
26.05	0.866307
26.04	0.86631
26.03	0.866313
26.02	0.866315
26.01	0.866318
26	0.86632
25.99	0.866323
25.98	0.866326
25.97	0.866328
25.96	0.866331
25.95	0.866334
25.94	0.866336
25.93	0.866339
25.92	0.866341
25.91	0.866344
25.9	0.866347
25.89	0.866349
25.88	0.866352
25.87	0.866355
25.86	0.866357
25.85	0.86636
25.84	0.866363
25.83	0.866365
25.82	0.866368
25.81	0.866371
25.8	0.866373
25.79	0.866376
25.78	0.866379
25.77	0.866381
25.76	0.866384
25.75	0.866387
25.74	0.866389
25.73	0.866392
25.72	0.866395
25.71	0.866397
25.7	0.8664
25.69	0.866403
25.68	0.866406
25.67	0.866408
25.66	0.866411
25.65	0.866414
25.64	0.866416
25.63	0.866419
25.62	0.866422
25.61	0.866424
25.6	0.866427
25.59	0.86643
25.58	0.866433
25.57	0.866435
25.56	0.866438
25.55	0.866441
25.54	0.866443
25.53	0.866446
25.52	0.866449
25.51	0.866452
25.5	0.866454
25.49	0.866457
25.48	0.86646
25.47	0.866463
25.46	0.866465
25.45	0.866468
25.44	0.866471
25.43	0.866474
25.42	0.866476
25.41	0.866479
25.4	0.866482
25.39	0.866485
25.38	0.866487
25.37	0.86649
25.36	0.866493
25.35	0.866496
25.34	0.866498
25.33	0.866501
25.32	0.866504
25.31	0.866507
25.3	0.866509
25.29	0.866512
25.28	0.866515
25.27	0.866518
25.26	0.866521
25.25	0.866523
25.24	0.866526
25.23	0.866529
25.22	0.866532
25.21	0.866535
25.2	0.866537
25.19	0.86654
25.18	0.866543
25.17	0.866546
25.16	0.866549
25.15	0.866551
25.14	0.866554
25.13	0.866557
25.12	0.86656
25.11	0.866563
25.1	0.866566
25.09	0.866568
25.08	0.866571
25.07	0.866574
25.06	0.866577
25.05	0.86658
25.04	0.866583
25.03	0.866585
25.02	0.866588
25.01	0.866591
25	0.866594
24.99	0.866597
24.98	0.8666
24.97	0.866602
24.96	0.866605
24.95	0.866608
24.94	0.866611
24.93	0.866614
24.92	0.866617
24.91	0.86662
24.9	0.866622
24.89	0.866625
24.88	0.866628
24.87	0.866631
24.86	0.866634
24.85	0.866637
24.84	0.86664
24.83	0.866643
24.82	0.866645
24.81	0.866648
24.8	0.866651
24.79	0.866654
24.78	0.866657
24.77	0.86666
24.76	0.866663
24.75	0.866666
24.74	0.866669
24.73	0.866672
24.72	0.866674
24.71	0.866677
24.7	0.86668
24.69	0.866683
24.68	0.866686
24.67	0.866689
24.66	0.866692
24.65	0.866695
24.64	0.866698
24.63	0.866701
24.62	0.866704
24.61	0.866707
24.6	0.86671
24.59	0.866712
24.58	0.866715
24.57	0.866718
24.56	0.866721
24.55	0.866724
24.54	0.866727
24.53	0.86673
24.52	0.866733
24.51	0.866736
24.5	0.866739
24.49	0.866742
24.48	0.866745
24.47	0.866748
24.46	0.866751
24.45	0.866754
24.44	0.866757
24.43	0.86676
24.42	0.866763
24.41	0.866766
24.4	0.866769
24.39	0.866772
24.38	0.866775
24.37	0.866778
24.36	0.866781
24.35	0.866784
24.34	0.866787
24.33	0.86679
24.32	0.866793
24.31	0.866796
24.3	0.866799
24.29	0.866802
24.28	0.866805
24.27	0.866808
24.26	0.866811
24.25	0.866814
24.24	0.866817
24.23	0.86682
24.22	0.866823
24.21	0.866826
24.2	0.866829
24.19	0.866832
24.18	0.866835
24.17	0.866838
24.16	0.866841
24.15	0.866844
24.14	0.866847
24.13	0.86685
24.12	0.866853
24.11	0.866856
24.1	0.86686
24.09	0.866863
24.08	0.866866
24.07	0.866869
24.06	0.866872
24.05	0.866875
24.04	0.866878
24.03	0.866881
24.02	0.866884
24.01	0.866887
24	0.86689
23.99	0.866893
23.98	0.866896
23.97	0.8669
23.96	0.866903
23.95	0.866906
23.94	0.866909
23.93	0.866912
23.92	0.866915
23.91	0.866918
23.9	0.866921
23.89	0.866924
23.88	0.866928
23.87	0.866931
23.86	0.866934
23.85	0.866937
23.84	0.86694
23.83	0.866943
23.82	0.866946
23.81	0.866949
23.8	0.866953
23.79	0.866956
23.78	0.866959
23.77	0.866962
23.76	0.866965
23.75	0.866968
23.74	0.866971
23.73	0.866975
23.72	0.866978
23.71	0.866981
23.7	0.866984
